class,text
Neg,@AmericanAir @elwoodblues77 I'm sure he understands the rules but you guys just have zero customer service. Staff your damn counters!
Neg,@AmericanAir What's with your baggage handlers calling out at DFW today? No luggage onboard the planes.
Neg,".@AmericanAir after 50 minutes on hold, and another 30 minutes on the call yes. Going to be pushing it to get to the airport on time now"
Neutral,"@AmericanAir Hi, did the discount award policy for credit card holders change? No longer seeing the chart of specials on the site. Thanks!"
Neg,@AmericanAir your seat assignment process when Flight Booking Problems is misleading. I'm not paying extra to select a seat.
Neg,"@AmericanAir why can't you hire a staff that is helpful, informed and nice to it's customers?"
Neg,=@AmericanAir from the rude ticket counter employees to forcing my wife on standby and then pushing her down the list.. it was a very bad day
Neg,"@AmericanAir Agents in DFW were very kind did their best to help, but this doesn't make up for PHX error and attitude! #Americant"
Neg,=@AmericanAir will not Let me reuse my ticket.  Thus I have booked my vacation with Delta!Never flying on American again......
Neg,@AmericanAir now 2 hrs! Guess I should just hang up &amp; give up on using my award miles before prices jump? Hm thanks http://t.co/LE4H2gTzXZ
Neg,@AmericanAir Need to hold or get a call back. Just get hung up on by your phone system for 6+ hours now.
Neg,"@AmericanAir she was rude, unprofessional,  not helpful in helping me try and get home. As a #aaadvantage #loyal aa customer dissatisfied!"
Neg,@AmericanAir work on the comm skills w hate agents at PHX. Said I was confirmed on flight out of DFW &amp; got here and that was only standby.
Pos,=@AmericanAir Thank you for the assistance
Neg,"=@AmericanAir Hello, question, how many balloons do you think it will take to life up one of your planes?"
Neg,@AmericanAir need2know if Ill be able to reach IND today.Rather stay in MAF that fly to DFW &amp; find out I can't travel http://t.co/gVgKHbx1RB
Neg,"@AmericanAir I'm trying my hardest to not get frustrated, but I am getting no response on email or by phone. AA owes me $500. How do I claim"
Neg,=@AmericanAir Hi there flight from Dallas just Cancelled Flightled going to LA. can u pls help rebook me?
Neg,@AmericanAir 2nd time in 4 days that my flight has been delayed and my gate agent hasn't said anything! Thanks for the memories. #NeverAgain
Neutral,@AmericanAir Thanks for doing that but now it's telling me to go to the airport and check in with an agent-what's up? http://t.co/PfseNJk5Pw
Neutral,@AmericanAir what's the best number to use?
Neg,@AmericanAir have been in call cue for 11 hours. No call yet. Wife in cue for 9 hours.  Got a call but was hung up on.
Neg,@AmericanAir been on the phone for 47 minutes...said it would be 10...  Any advice?
Pos,"@AmericanAir Chicago seen from seat 6A, AA 1620. So far a great ride! On to PDX! http://t.co/X4rsvAGIjN"
Pos,=@AmericanAir Thanks. delivery status??
Neg,@AmericanAir I don't believe it's acceptable to have a ticket # changed after check in time &amp; not be notified. Apparently that's standard.
Neg,"@AmericanAir I need to complain to AA, but the email form field doesn't allow enough characters for my complaint. Have a real email address?"
Neg,@AmericanAir our flight AA 1338 is delayed out of Providenciales and will be missing our connection AA 1651 in Miami to SEA. Who do we call?
Neg,"@AmericanAir here is the ticket they gave me after lying, raising their voice. With no explanation on what happened http://t.co/31cFHtK60r"
Neg,@AmericanAir we did check before going to de airport and everything was fine. #fail
Neg,@AmericanAir attached original ticket. flight number was 1672. isn't the experience I thought I would have. Terrible! http://t.co/5SdlyN9MSS
Neutral,=@AmericanAir I had booked online but unable to Cancelled flight online. but FINALLY got thru.
Pos,@AmericanAir Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!
Neg,@AmericanAir on Feb. 15th your rep gave me the record locator and told me I'd be receiving an email with the itinerary and confirmation.
Neg,@AmericanAir This entire process took sooooo long that no decent seats are left.  #customerservice
Neutral,@AmericanAir our flight attendant announced that we have transportation waiting for us for that flight so I think we'll make it.
Neg,@AmericanAir been on hold to reserve award travel for over 1.5 hrs now. Anyone home?? Or is it a crazy weather issue? http://t.co/cEHrOeurC5
Neg,@AmericanAir We don't mind the fee! We were told we can't change name on ticket at all.
Pos,@AmericanAir Thank you!!!! I will be there to pick her up on time.
Neg,"@AmericanAir the original receipt lists my flight cost as $89ish, and doesn't reflect the use of a voucher"
Neutral,@AmericanAir so whats the hold up on flight 4302?
Pos,"=@AmericanAir Well, you guys are totally kicking a million pounds of ass. bar none, the Best SM team in the airline industry in my opinion."
Neg,@AmericanAir Least you could do would be to refund me the one-way ticket I had to buy since you weren't able to accommodate. Thank you.
Neg,"@AmericanAir After being patient about my ""delayed"" bags for 5 weeks, I was told that it could take another 3 to 5 weeks. Unacceptable!"
Neg,=@AmericanAir I had to purchase a ticket that I never would have had to buy had the flight not been Cancelled Flightled. terrible customer service.
Neg,"@AmericanAir flt 703, sorry scheduled at 545, phl-mia, a totally chaotic, poorly addressed event.  Sent to three gates in the night"
Neg,=@AmericanAir was told you could only refund me the cost of my Original return flight (note: flight you had booked for me was more expensive)
Neg,"@AmericanAir Not okay. Since you couldn't put me on an earlier flight, I had to buy my own ticket on another airline."
Neg,"@AmericanAir Heard back at 7:30 am today, was put on flight tomorrow AM, arriving home at 4 pm. Meaning I'd have to take a 2nd day off work."
Neg,"@AmericanAir been @ airport 8hrs been told nothing by anyone until now your rep has said ""we are waiting for the mechanics to finish lunch""!"
Neutral,"=@AmericanAir considering it was past midnight, I hung up and called again to receive another service call."
Neutral,=@AmericanAir can I redeem AAdavantage miles on LAN flights?
Neg,"@AmericanAir, I've tried no less than 8 times today to get in touch with your service desk beginning at 8:30 EST.  I'm having no luck -help!"
Neg,"@AmericanAir Was put on hold for 5.5 hrs then got a call back at 11:20 pm, only to wait on hold for another hour."
Neg,=@AmericanAir you lost a customer today. flight today was Cancelled Flightled and I had to find out by calling customer service yesterday.
Neg,"@AmericanAir Just called regarding my bag, came in yesterday and no one notified more or updated the online record locator #customerservice"
Neg,=@AmericanAir to realize your customer service leaves much to be desired and the Folks handling the Calls could care less...and it shows.
Pos,=@AmericanAir Thanks
Neg,@AmericanAir unacceptable. It's clear losing just one customer doesn't matter to American but how many more bankruptcies will it take
Neg,@AmericanAir will do on another airline that's more accommodating of its customers. Unable to simply change passengers with notice is simply
Neutral,@AmericanAir is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?
Pos,@AmericanAir THANK YOU!!! 👍👍👍👍👍
Neutral,"@AmericanAir Uhmmm we need @JColeNC down in Dallas,Tx for his tour 😫😫😫"
Neg,@AmericanAir is there a way to reserve my dog’s flight without speaking with a representative? Just was booted from your helpline!
Neg,@AmericanAir I've been calling you for 3 straight days and no one picks up. Sure there are storms but there are also #customers Holler!
Neg,"@americanair Can you tell me where my luggage is? I was on flight 1644 SNA to DFW and my flight to MKE was Cancelled Flightled, so got rebooked to ORD"
Neg,@AmericanAir it's GTSVYB. It says it's Cancelled Flightled when I try to check.
Pos,=@AmericanAir Thank you. they are processing my refund.
Neg,"@AmericanAir That's good, I'd expect that but I can't get through on the phone to make any changes. Can I change it online?"
Neg,"@AmericanAir ; @USAirways US 728/Feb 21. Unprofessional, unprepared, unsympathetic, lacked communication, and lacked solutions."
Pos,"=@AmericanAir Thanks for asking on second plane After maintenance issue, for flight from ORD to LIT. sitting at Gate in very very warm plane"
Neg,"@AmericanAir hey ho its not me losing any money (only you) just next make sure you stick to the ""flyers right's booklet"""
Neutral,=@AmericanAir please DM me
Neg,@AmericanAir Trying for 20 hrs to reach agent. Must make change that can't be done on web by 11:59 PST. Had to Cancelled Flight revs ystday.
Neg,"@AmericanAir Oh, and losing my luggage #ridiculous # angrybird # where'smybag"
Pos,=@AmericanAir great job and great service in and out of sdf this weekend during the winter storm.
Neg,@AmericanAir please get it together and find my husbands luggage! You're ruining his ski trip to Aspen! 3rd day no luggage.
Neg,"@AmericanAir but don't you worry... @Delta took good care of me... Your loss, their gain."
Pos,@AmericanAir welcome anyone who works in those conditions deserves a thank you even though I am other side of #Atlantic lol xx
Neutral,@AmericanAir could you check if there is SWU (typo in last post) space on AA199 MXP-JFK Feb 28th? Thanks
Neutral,@AmericanAir could you check if there is SVU space on AA199 MXP-JFK Feb 28th? Thanks
Pos,"=@AmericanAir Thanks gang!Mind if I ask, do you handle all of your social media in house?"
Neg,@AmericanAir sure is. What's more frustrating is being stranded at the airport with our fate in your hands.
Neg,@AmericanAir thanks for telling me my flight got Cancelled Flightled when it wasn't. Now I have a missing luggage because of you. Thanks fam!
Pos,=@AmericanAir yes I have. Thanks
Neg,@AmericanAir 77min still on hold to chg award travel #sorrynotsorry
Neg,@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...
Pos,@AmericanAir i got a new reservation for tomorrow. Thanks!
Neutral,"@AmericanAir I have a couple questions for you, if you’re available for PM?"
Neutral,@AmericanAir Is my friends flight 386 from JAX to DFW Cancelled Flighted?
Neg,@AmericanAir still not taking calls ?   Storm ended 2 days ago. Be like pats and #doyourjob
Pos,"@AmericanAir $90 dollar RT ticket to Chicago? Yes, Please!"
Neutral,=@AmericanAir Thank you
Pos,@AmericanAir Let's all have a extraordinary week and make it a year to remember #GoingForGreat 2015 thanks so much American Airlines!!!
Neg,=@AmericanAir not helpful
Neg,"@AmericanAir you expect us to spend our hard earn $ to fly and make exceptions when you have extra call volume, however, you never make acpt"
Neutral,"@AmericanAir but my friend was told she was able to use her credit with the airline towards one of my flights, then was told she couldn't."
Neg,@AmericanAir hour and a half after landing bags are finally trickling off. http://t.co/4KbTzVjU3b
Neutral,=@AmericanAir Well you spelled my name wrong.
Neg,"@AmericanAir 2 hours now!  No I'm not patient.  Why don't you have a call back feature or pay someone to answer the phone, not tweet #onhold"
Neg,@AmericanAir please do something about boarding at DCA 35X. Many delays + buses to planes on tarmac despite empty gates. Disorganized mess.
Neg,=@AmericanAir no standby line update online Or on app Either is troubling
Neg,"@AmericanAir No. Had to Cancelled Flight my trip. Instead of a $25 future trip voucher, a $25 drink coupon would've been better! #WakingInMemphis"
Pos,"=@AmericanAir thx, just sent the DM"
Neg,@AmericanAir Unbelievable that I cannot even wait on hold to speak to a human being to resolve my issue!!!!!!!! The system simply hangs up!
Neg,=@AmericanAir Thanks to your airline I now have a ruined bag and you refuse to do anything about it.
Neg,@AmericanAir 4 open kiosks for priority with no line and only 4 open for main check in for ~80-100 ppl
Neg,@AmericanAir I have the app - after my nonsense flight Cancelled Flightation yesterday I wasn't able to use the app or kiosk today. Hour long line.
Neg,=@AmericanAir Thank U!Did reach out to both and have not had a response yet. lost and found goes straight to VM.
Neg,"@AmericanAir ""bag has not yet been located"". Again, 5th time I've checked it. How can tracking my bag be this hard for your system?"
Neg,@AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!
Neg,=@AmericanAir @maxfitgirl29 next time fly Southwest...
Neg,=@AmericanAir still on hold. way to suck.
Pos,@AmericanAir Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!
Neg,@AmericanAir are flights leaving Dallas right now? In Maui trying to figure out how delayed flight 7 is going to be
Neg,"@AmericanAir, ask your new colleagues @USAirways how they handled US 728 on 21 Feb. I expect to be made whole again. Check complaint inbox."
Neg,=@AmericanAir get me outta here
Neg,@americanair just tried calling. got a high call volume at this moment message and then it said goodbye and hung up…
Neg,=@AmericanAir Really appreciate the great customer service... one of your service agents just hung up on me when asking legitimate questions
Neg,@AmericanAir don't they already know ?  Isn't everyone sharing how nasty the food is? It's not even close to decent.
Pos,@AmericanAir Thank you. It's much appreciated. We have been on the plane for 90 min now at the gate.
Neg,@AmericanAir did you guys get rid of the functionality on http://t.co/R1OQAVEO7I to put a reservation on hold for 24 hours? i don't see it
Neg,"@AmericanAir On hold since 5am. When no one can get to the airport, Cancelled Flight flight, don't make us pay huge fee to change flight."
Pos,@AmericanAir All of the nicest people in the world work at Admiral's clubs. Gladys in San Juan es mi Amiga
Neutral,=@AmericanAir due to Road conditions
Neutral,@AmericanAir I was going to change it to tomorrow because I am concerned if the fllight does make I won't be able to leave the airport   1/2
Pos,"@AmericanAir I love very much your planes, can you please follow me back? It's an amazing bussines!"
Neg,"@AmericanAir so if your genuine, give me your opinion  on what occurred last night 445 fly  from phl, to mia. No assistance at airport"
Neg,@AmericanAir How can I get a flight change while in the air? Delays causing a missed connection again. There is 1 seat for Late Flightr
Neg,@AmericanAir I think 2 weeks of waiting is more than enough time for you to contact me.  This is why you lose customers
Neg,"@AmericanAir Way to suck at customer service, Dallas is trapped in an ice storm but you didn't Cancelled Flight 7am flight &amp; been on hold all day."
Neg,@AmericanAir umm unexpected?? Unexpected meaning you guys didn't know you had a major staff shortage ??
Neg,@AmericanAir Also do you have any way to speak to someone on the phone? Your 1-800 # has been hanging up on me all day.
Pos,=@AmericanAir SFO. Natt (the agent who helped me) Really did an awesome job.
Neg,@AmericanAir I paid seat upgrade b4 the severe weather.  Got booked on another flight but did not get upgrade. Was calling to inquire. HELP!
Pos,@AmericanAir thanks!
Pos,=@AmericanAir Well Done all of you xx
Pos,"=@AmericanAir Thanks. having issues checking in for flight, please check our DM convo for more info."
Neg,@AmericanAir You don't care about keeping your customers safe or at least you didn't care about my sister
Neg,=@AmericanAir maybe you should stop Tweeting and start calling. Or make it available for people to wait on-hold Instead of hanging up on us.
Neg,"@AmericanAir, that's not the point. Say its $1300 at the counter when I clearly see $500 on your site? AA agent was @ a loss 4 words, too"
Neg,=@AmericanAir when will callers from the East Coast be able to speak to an actual human for reservation support? all agents busy call Late Flightr..
Pos,=@AmericanAir my father loved working for you as Well as PanAm
Neg,@AmericanAir 249 EWR - DFW is now stopping BNA to refuel 4 bad weather? Are YOU just trying to get the plane closer 2 DFW then Cancelled Flight on us?
Neg,"@AmericanAir is there something wrong with the website? no matter what flight I select, it says it's no longer available."
Neg,@AmericanAir now you're sending a gate agent to talk to us? Joke of an airline. Thanks for ruining my vacation. #neverflyAAagain
Pos,@AmericanAir  CXL flight. rebooked 2 PAX no problems. Thank you and everyone at AA for helping us all out!
Neg,=@AmericanAir we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.
Neutral,=@AmericanAir I wrote down the evoucher number. I got rid of the voucher when I purchased Air fair
Neg,@AmericanAir Only fluctuated because aa took 2 hrs to call me back.Ended up paying (extra) in $US so above statement not true
Neutral,"@AmericanAir @MattThomasNews When did American Airlines start flying to and from Siberia? Wait, this is the USA? Oy!"
Neutral,=@AmericanAir Followback
Neutral,"@AmericanAir Hahaha.... ""Meanwhile in Russia...."""
Pos,=@AmericanAir Thanks for keeping US safe
Neg,"@AmericanAir There was no one from #AA at the #woase2015 event @HelsinkiAirport
Lots of info available of #winterops"
Neutral,"@AmericanAir is that the ""record locator""?"
Neg,@AmericanAir you keep returning my call and hanging up when I answer? Help reFlight Booking Problems a flight!
Neg,@AmericanAir been calling for over 24hrs now and getting no where but told to call back by the automated system is extremely frustrating
Neg,=@AmericanAir just Sad that even After spending So much on tickets all I wanted was for my wife to still go with her sister and no help
Neg,@AmericanAir @USAirways you can help by now finding my baggage!!  Reply to me ASAP with who I can direct details to.
Neutral,@AmericanAir no. Prebook flight for wife's 40th bday in NO. I recently have had surgery and can't travel. Won't let another go in my place
Neg,"@AmericanAir 4hrs Late Flightr i get a call back, and immediately disconnected"
Pos,"@AmericanAir My pleasure, next AA flight - this Wednesday to Milan, Italy for @MIDOExhibition -- See you then! :)"
Neg,=@AmericanAir your team rebooked my Cancelled Flightled AA flight on a different airline. new airline has no such flight Booking problems. flight is this evening.
Neg,@AmericanAir why have I been on hold for almost 3 hours? This is ridiculous
Neg,@AmericanAir I don't like making a scene but this hasn't been addressed properly. Please have them do that.
Pos,@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair
Neg,@AmericanAir @derekc21  Hello any one out there ? have you forgotten me ?  I need a  luggage # for BA.  Your dropping the ball here .
Neg,@AmericanAir am on hold for the 2nd time today. Need help with confirming the new flights you arranged for me. Can you expedite this?
Neg,=@AmericanAir served the nastiest food Ive ever seen yesterday.Rubber CHICKEN in slime. the entire Cabin sent their food back.FAs can confirm
Neg,@AmericanAir  terrible response! How about someone picking up the phone and calling me...It is now 49 Hours with no luggage
Neg,=@AmericanAir Really
Neg,=@AmericanAir how can I when system ALWAYS hangs up on me?
Neutral,=@AmericanAir DM sent
Pos,@AmericanAir exceptional customer service from AA - my misplaced item was waiting for me at checkin followed by a smooth flight. Thank you!
Neg,"=@AmericanAir in line at SFO. customer service is rude, disorganized, and congested. very dissapointing."
Neg,@AmericanAir HELP! Attempting to Cancelled Flight a flight but can't get thru 800 number. Call gets dropped when saying Agent. flight is 2/24.
Neutral,=@AmericanAir okay. I just sent it.
Neg,@AmericanAir @EdPlotts don't bother trying to get anywhere with their customer service team either as take 2+ months and counting to reply
Pos,=@AmericanAir thanks.....
Neg,"=@AmericanAir seriously, you treat your passengers like shit."
Neg,@americanair 30 minutes since landing - flight 1531 from Miami and no luggage- what's the delay
Neg,"@AmericanAir got it, so it's just paying extra not to sit in the way back. Awesome. Never again."
Neg,"@AmericanAir Define ""sincerely"". Your actions do not reflect what you're saying in a poor attempt to redeem yourselves on social media."
Neutral,"@AmericanAir I'd like to explore both options, and what the cost might be to change the date and destination."
Neutral,"@AmericanAir #AmericanView
The view of Oregon from seat 31F, flight AA1469 2/22/15 http://t.co/t9JBN9WZtq"
Pos,"@AmericanAir will award me 50,000 air miles!!! Yes I am going to take a vacation! 
#thanksamericanairlines"
Neg,"@AmericanAir follows the Talent PM of #BDSM porn site http://t.co/UQGW6qsFFU. New ""Economy Dungeon"" class coming? http://t.co/pl9Sop5IHu"
Neg,=@AmericanAir @USAirways who is the next stop After customer service.
Neg,@AmericanAir you said this last time. It doesn't take 6 weeks to reply to an email.
Pos,"@AmericanAir sure, thank you!"
Neutral,@AmericanAir I need some help. My record locator is bringing up TWO different flights in your system. One op by AA &amp; one from US Airways.
Neg,@AmericanAir I'm trying to make a reservation with a &lt; 2 year old lap child. Don't see any option online. How do I proceed with reservation?
Neg,"@AmericanAir 45min wait to get de-iced in Tulsa.Not good service.Looks like everyone will miss connections, not due to weather. Fight is on"
Neg,@AmericanAir my flight 1337 is Cancelled Flightled.  Can you let me know what my new flight info is?
Neg,@AmericanAir ...why would you sell seats for a 7 hour flight with half of the legroom occupied by an escape raft? http://t.co/DTHEyOFXrB
Neutral,=@AmericanAir DMed back
Neutral,"Yessir RT “@AmericanAir: @yourlocalnyer Good morning, Rob. We're showing the flight to sunny Mexico just pushed off the gate.”"
Neg,=@AmericanAir my flight through Dallas was Cancelled Flightled and I talked to reservations agent and got a new flight but have not received an email
Neg,@AmericanAir #last #flight #ever on #AA. You botched this weather delay to the point of absurdity. I'd pay more to fly @Delta
Neg,"@AmericanAir - I'd be happy to hold on the phone, but your phone system is not allowing that and simply hangs up."
Neg,"@AmericanAir Trying desperately to rebook my moms flight. Waited 10 hours for callback, got disconnected and they didn’t call back. #help"
Neg,"@AmericanAir Thanks but don't understand why they couldn't have used the tug at the next gate over, ground crew took a break? #unacceptable"
Neg,@AmericanAir That will be the third time I have been called by 800-433-7300 an hung on before anyone speaks. What do I do now???
Neg,@AmericanAir now the second flight I was put on was Cancelled Flightled with no explanation!! Missed my first meeting!!#outraged😡😡
Neg,@AmericanAir How clueless is AA. Been waiting to hear for 2.5 weeks about a refund from a Cancelled Flightled flight &amp; been on hold now for 1hr 49min
Pos,@AmericanAir F-A-N-T-A-S-T-I-C!! thanks again for coming thru with great customer service!
Neg,"@AmericanAir No! We departed 24 hours Late Flightr, with a crazy crew. One of the lady simply freaked out and got away from job before departure."
Neg,@AmericanAir Don't require us to memorize a five-word phrase and remember it after we hear another six million options
Neg,@AmericanAir 2 months and still no exec platinum member cards. What gives?
Neg,"@AmericanAir For the love of all that is holy, if your automated phone system is going to give like 8 options, give numerical shortcuts"
Neg,@AmericanAir you can tweet but not call! You're like a bad boyfriend!
Pos,.@AmericanAir @TyWinter it's really the small things--the details--that make an excellent experience or a really irritating one.
Pos,=@AmericanAir Thanks!Great stuff!I can only imagine how jammed everything is.
Neg,@AmericanAir @British_Airways trying to speak with an agent about my flight to London tonight but can't get anyone from AA.  Can you help?
Neg,"@AmericanAir Oh,i already have turned  itover to them, but apparently losing someones bag on their honeymoon doesn't require accountability"
Neg,@AmericanAir I've been trying to reach your customer service for TWO days. I have received zero response. Never traveling AA again.
Neg,@AmericanAir 6 hours to get backs back after being sat on a plane for 4 hours to have flight Cancelled Flightled with only one small drink
Neg,@AmericanAir @CNN @nbsnewsr @cnnbrk except you aren't working with her @AmericanAir youve done nothing to help
Neutral,@AmericanAir need help on a reservation. Can you follow so that I can DM details? Thanks!
Neg,@AmericanAir you need to have a look at your handling of flight 106 and 104. Company of yours size should have protocols in place to help
Neg,=@AmericanAir Literally just stopped allowing people to wait in line for customer service. incredible. from Worst to no customer service.
Neg,@AmericanAir We've 15 official complaints signed by #AmericanAirlines Lima supervisor. Customer Relations pls compensate 4 the 10-hour delay
Neg,=@AmericanAir I Need to rebook and I cannot get an agent. can you Help?
Neg,@AmericanAir back in UK now no thanks to your staff that wouldn't me or the other passengers stranded. Just laughed at us
Neg,"=@AmericanAir followed. I Tried to @USAirways record locator number, gave me an error code"
Neg,"@AmericanAir Well if you won't let me handle my reservation/change online, &amp; your Reservation call # hangs up on me wtf do I do?? Bullshit."
Pos,"@AmericanAir Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!"
Neg,=@AmericanAir received an email requesting I call about a res. but I Keep getting kicked off of your phone system. Help?
Neutral,=@AmericanAir Need help changing a flight. please DM
Neg,@AmericanAir flight Cancelled Flightled and was trying to reschedule but 800 number just says to call back
Neutral,=@AmericanAir will my US Air points now be combined with yours?
Neg,"@AmericanAir and feel free to email me mikehertz7@gmail.com - don't worry, we're not going anywhere but this damn Tarmac for a bit!"
Neutral,=@AmericanAir research buddy. Read my previous tweets and get some context.
Neg,=@AmericanAir you have said the same thing to me over and over again but phrased differently. how about some actual Help?
Neg,@AmericanAir because your plane's toilet wasn't working and they needed gas. This is flight 1081 leaving Dulles going to LAX. Do some...
Neg,@AmericanAir you're not finding it bc @united  rebooked us on your airline when they realized they couldn't get us home - and we're at ORD
Neutral,@AmericanAir is 2513 and 1555 on time or Cancelled Flightled?
Pos,=@AmericanAir Thank you.
Neg,@AmericanAir boarded flight 2334 at 8:30am.  Now 11:40.  Still sitting on runway.  Lots o fun
Neg,@AmericanAir Funny you should say that. I have been monitoring since January 1st. No change in availability. #fakeawards #LUVisbetter
Neutral,=@AmericanAir done.
Neutral,=@AmericanAir would it be possible to change my flight on your website? many Thanks
Neg,@AmericanAir flight home Cancelled Flightled today.  Any way we can get another flight to NYC from Texas? 4 hour wait for a call back from airline
Neg,@AmericanAir @justynmoro I totally agree.  You get the automatic phone attendent that goes NO WHERE and hangs up.  Lousy service!
Neutral,@AmericanAir this receipt doesn't show the evoucher value nor does it mention having used an evoucher
Neg,@AmericanAir I've been trying to call your reservations desk for past 12 hours and can't get through.  This is not what I expected.
Neg,@AmericanAir customer service is terrible.Been waiting 6 weeks for a reply to an email. Not helpful at all and keep brushing off problems!
Neg,@AmericanAir it's taken care of already. I've come to expect this level of horrible service from you time and time again
Neg,=@AmericanAir why AM I not being given a callback option??!Why has this service been turned off?
Neg,"@AmericanAir I was flying today to MTY Mex at 9:30am but still appear Cancelled Flight, Where can i talk for another flight?"
Neg,"@AmericanAir You didn't call, did you. Try it, and then you'll understand.  It's not possible to reach an agent,I don't know what else to do"
Neg,"@AmericanAir Ok. We will probably Cancelled Flight our flights then, take a refund, and get home another way. Wednesday won't work for us."
Neutral,@AmericanAir  that's what I am hoping for
Neg,"@AmericanAir Also, I have to wait more than 2 hours before I can speak to someone on the phone?  I can't wait 2 hours.  :("
Neg,@AmericanAir make that 7hours now
Pos,"@AmericanAir me too. Despite the chaos, I'm still grateful for a flight home ✈️"
Neg,@AmericanAir How am I supposed to Cancelled Flight it if I can't do it online?  I don't want to lose all the funds on the ticket.  HELP!!! :(
Neg,@AmericanAir poor customer service is just unacceptable.. Also how bout the surfer on the front of your website. #noloveforsurfers #pretend
Neg,@AmericanAir I need HELP!  I'm trying to Cancelled Flight a flight before it takes off but I can't get a hold of ANYONE because all lines are busy.
Pos,@AmericanAir it's always nice coming home but I wish you'd fly LAX-MAD and keep me away from Iberia 😜✈️ #GoingForGreat
Neg,@AmericanAir Trying  to Cancelled Flight fligt 2321 O'Hare to Dallas 12:17pm. High call volume no one answer. Online no confirmation. #thankU
Neg,=@AmericanAir no I was not given the choice by the rep Meelan (UK AA contact center) to escaLate flight to a supervisor and had to book with change
Neg,"=@AmericanAir retrain in customer service first, make proper adjustments when Cancelled Flightling flights. own up to your Mistakes."
Neg,=@AmericanAir wish you had a better mobile app.  you should look at the app from @united as it is much more seemless to check in
Neg,@AmericanAir delayed flight six hours. Missed international connection= extra night in a hotel and still have to pay for a 15lb surfboardbag
Neutral,=@AmericanAir DMed the name
Neg,"@AmericanAir no vouchers 4 Cancelled Flighted flight due 2 weather. Today's issue, broken tire. No vouchers cause tire was broken by weather. #nomoAA"
Neg,@AmericanAir worst airline! You Cancelled Flight our flight and don't even let us know even though we are traveling with children.
Neg,"@AmericanAir long mait. Repair wait at gate - Capt Said ""paperwork formality""- forced to check bag rudely-returning CC reader doesn't work"
Neg,@AmericanAir One hour to check in is 45 minutes too long. MIA FAIL.
Neg,@AmericanAir thx for showing me that your Twitter appreciates me more than your employees. Sure another airline would like my $1300 #nohotel
Pos,"@AmericanAir thanks! a response is better than nothing at all {ahem, @USAirways}"
Neg,@AmericanAir I can't get through to a customer rep to help me out. This is the only option I have got.
Pos,@AmericanAir those were snacks we left on purpose for your team. :) for being so helpful this morning at the desk and on the phone!
Neutral,@AmericanAir flight 353
Neg,@AmericanAir She could even see that I had tried to make the transaction but wouldn't offer me the price I'd tried to purchase it at.
Neg,"@AmericanAir @USAirways ""ma'am if you have a complaint you should visit our customer service desk"" {sees line ~45 people deep}"
Neg,@AmericanAir @united we'll have time and they aren't doing a damn thing. I'm the guy in the winter hat and frowny face
Neg,"@AmericanAir So much for Status, EP and 1.5 million miles.  Revenue First class ticket and Im sitting in Coach thanks your rude CS staff"
Neg,@AmericanAir @united just deplaned at O'Hare gate K13. Why don't you send a customer service rep to discuss my situation? God knows...
Neg,@AmericanAir I DM'd you. Anything you can do?
Neg,"@AmericanAir By the time the 2 hrs passed before I got a call back, the ticket was more $$. It wasn't my fault yet I had to pay extra"
Neg,@AmericanAir this is all i gotta say to y'all &amp; your staff... for real http://t.co/rKPRxTGvfL
Neg,"@AmericanAir No, it wouldn't let me complete transaction because it was one way from Barbados to NYC"
Neg,@AmericanAir: my brother's flight into DFW was Cancelled Flightled yesterday. Are you flying from ONT to DFW today?
Neg,"@AmericanAir the customer service today is unsat, Flight cnx, not notified, called for 6 hours and the phone line does not even let me hold"
Neg,=@AmericanAir refund
Neg,@AmericanAir I'm still patiently waiting for a response to my complaint email on Fri. What is the normal response time?
Neg,@AmericanAir the flight I'm trying to change is in 4 hours and I've been trying to reach an agent for 72 now. THIS IS UNBELIEVABLE.
Neg,"@AmericanAir Why is it ok that no-one can help me with the bag you lost on my honeymoon 3months ago, this is not responsible or professional"
Neg,"@AmericanAir SJC-&gt;LAX. After the fourth time, I gave up!"
Neg,=@AmericanAir my flight to San Angelo via Dallas from orlando Cancelled Flighted help!On hold and disconnect
Neg,=@AmericanAir @_Lucy_May surely much better to Let US all share the feedback unless you have something to hide?
Neg,@AmericanAir your staff at JFK airport are discussing the way we we're left stranded
Neg,@AmericanAir Can you add my KTN to an existing reservation? It's not letting me add it online....
Neg,@AmericanAir still no response from AA. great job guys!
Neutral,=@AmericanAir I Need help Cancelled Flighting an upcoming flight made with AAdvantage miles. record locator HFJKTO. can someone please assist?
Neg,"@AmericanAir confused at the definition of a ""preferred seat."" I paid extra for one and got a regular seat with no legroom. Unimpressed."
